size_sqft,bedrooms,age_years,distance_km,has_garage,crime_index,school_rating,price_usd
1712,6,0.0,11.37,0,61.8,9.3,286461
1900,5,39.1,6.0,1,23.4,6.9,305270
1766,5,16.3,0.1,1,59.0,6.4,280600
1195,3,9.0,16.45,1,57.8,6.1,249067
1939,5,3.1,7.07,0,30.1,7.5,319147
1228,2,31.6,17.02,0,35.5,7.1,152467
1339,3,0.5,12.11,0,59.1,5.8,225376
1128,3,22.0,17.2,1,45.5,7.4,211248
2251,5,11.2,14.81,1,66.7,6.2,311235
1917,5,12.1,0.1,0,54.7,3.1,251746
1902,5,3.4,13.69,1,50.8,8.0,277027
2224,6,10.7,7.94,1,47.4,7.9,341570
3006,8,20.1,16.99,1,54.4,7.3,443458
745,2,23.5,13.55,0,62.0,6.3,69552
1231,2,8.2,13.62,0,58.0,6.9,170743
1292,5,18.6,8.37,0,43.7,8.2,218513
1175,3,33.3,4.52,0,68.6,6.1,182833
1061,3,0.0,7.4,1,59.9,8.3,217010
1450,3,19.9,0.1,0,55.8,4.8,228749
992,2,5.7,6.46,1,51.4,7.3,224664
1768,6,4.2,1.22,0,57.5,7.0,326800
1626,5,23.9,1.37,0,22.5,8.5,282257
1841,5,11.8,10.7,1,53.6,5.6,262843
1854,5,1.7,13.2,0,74.6,5.8,258727
1902,5,39.9,9.81,0,53.3,4.9,227713
1413,4,33.8,7.01,1,51.3,6.1,227136
2661,6,0.0,4.32,0,41.1,7.4,417783
1717,5,0.0,8.1,1,57.4,4.3,298281
669,1,28.9,5.07,0,47.1,6.3,112256
1099,3,15.7,9.62,0,69.6,7.9,203990
730,2,42.5,0.87,0,37.0,6.8,150440
1609,5,29.2,14.21,0,43.2,7.1,215400
1539,3,24.5,6.6,0,41.0,4.7,206655
1366,4,4.7,12.26,0,77.5,6.8,213175
2605,6,27.4,15.32,0,47.2,7.0,349380
1874,4,0.9,11.97,0,41.8,6.8,277803
1963,4,39.6,14.79,1,18.6,7.2,293576
1134,2,26.3,0.1,0,36.3,6.5,178525
1100,4,7.6,7.04,0,57.9,6.3,188914
1618,3,32.1,16.62,1,57.9,5.4,198103
1687,4,53.6,13.06,1,40.2,8.5,261547
672,3,16.7,21.09,1,41.1,5.2,123362
1510,3,28.3,20.23,0,77.9,7.2,179431
1607,4,13.5,11.8,0,90.4,9.7,217214
1492,3,21.3,8.49,1,67.2,8.7,270158
1193,4,0.0,4.25,0,73.4,7.8,256669
1330,4,20.0,7.15,1,76.6,7.4,228341
1512,4,20.7,7.55,0,83.2,6.8,218026
1645,5,47.0,6.44,1,45.5,5.6,276899
1902,5,0.0,4.49,1,36.8,6.6,331042
2140,5,15.8,12.41,0,77.5,7.9,307309
1453,3,39.3,20.18,0,35.5,7.6,219494
1372,4,16.4,15.6,0,34.6,8.2,197168
1819,5,17.4,8.07,0,34.9,8.8,275598
1905,4,7.5,16.08,0,48.0,6.8,285320
1383,3,6.0,12.08,1,20.2,7.3,235470
1995,5,0.0,9.76,1,28.5,4.2,327778
2090,4,10.6,9.38,0,40.7,10.0,354066
2246,6,5.2,8.8,1,32.1,6.4,319878
2489,6,21.8,13.91,1,65.9,8.0,372452
1167,2,8.2,10.84,0,50.1,6.4,224245
1607,3,12.8,5.63,1,58.7,6.3,237778
1606,3,13.2,5.34,1,57.0,6.6,236689
1551,4,19.3,11.84,0,46.9,5.1,169053
1275,3,12.1,12.57,1,64.8,3.3,188921
857,1,4.1,8.12,0,56.8,8.7,163097
1646,5,21.3,3.21,0,45.2,7.8,284489
1216,3,36.0,17.51,1,24.7,5.6,151289
1643,5,21.9,16.23,0,57.8,7.7,246265
1203,3,10.9,0.1,0,31.1,8.2,222198
1050,2,18.2,18.04,1,55.7,6.0,156037
1717,4,0.0,8.75,0,51.2,7.6,245421
1675,3,17.9,11.14,0,29.6,8.5,256165
1890,5,14.0,16.83,1,53.9,4.8,258189
2693,6,6.0,19.92,0,52.9,7.8,339309
1739,5,8.7,16.02,1,52.9,7.5,295561
1843,4,13.8,11.45,1,52.2,9.8,301791
1061,4,34.9,1.75,1,40.2,7.8,213727
957,1,36.4,0.1,0,58.9,6.4,127589
2391,5,6.1,15.27,0,39.7,6.6,360932
1138,3,12.2,18.05,1,33.9,10.0,226953
1078,4,12.6,5.11,0,60.1,6.5,230293
1580,5,32.1,8.38,0,64.0,7.9,264729
1555,4,22.2,6.66,0,59.1,6.6,246308
1149,4,21.4,6.5,0,46.9,8.6,166504
1448,3,28.0,16.45,0,20.9,8.7,212836
2215,6,11.1,11.31,0,72.2,7.0,294983
1197,2,40.5,8.62,1,20.7,6.4,161771
903,3,20.0,25.95,1,58.8,6.4,182366
2071,3,7.2,1.39,0,81.7,4.4,266308
1846,4,16.6,13.29,0,52.2,7.2,210414
1290,4,38.5,3.71,0,54.4,7.1,223181
809,1,13.6,9.06,0,55.7,5.8,104228
1228,3,34.2,10.89,0,53.0,4.2,184283
1573,5,10.6,15.07,1,85.3,7.3,221987
2183,5,8.5,8.43,0,37.4,7.5,323558
1082,2,29.9,7.8,0,35.5,7.6,196934
1558,4,6.9,8.33,0,45.1,5.5,207814
1938,4,32.3,3.52,0,76.1,7.6,278347
409,1,25.3,13.79,1,41.3,6.7,85942
2117,5,6.9,11.69,1,56.5,8.3,316569
1009,2,18.9,12.61,0,66.1,5.5,147305
1766,6,11.8,9.58,0,61.7,8.7,290165
1723,4,25.2,8.84,1,65.3,9.3,289030
2142,6,48.3,17.05,0,71.3,7.2,338176
1875,4,14.4,16.13,0,54.6,7.6,338179
411,1,28.0,18.49,0,43.1,8.2,76659
1208,4,20.4,12.24,0,52.2,5.5,180446
1669,5,20.4,18.12,1,44.9,6.3,266295
1503,3,17.5,7.5,1,87.8,7.3,227544
1839,5,7.1,8.79,1,42.0,10.0,277094
1995,5,25.0,17.17,1,57.2,5.2,284005
1904,4,15.7,15.06,1,27.5,9.5,329353
1493,4,6.4,8.26,0,52.0,6.7,201434
677,3,35.2,3.72,1,45.7,6.9,111497
1372,4,21.5,8.78,0,60.1,8.8,208175
1808,5,16.6,5.89,1,60.5,10.0,317402
1055,3,40.1,20.35,1,71.3,7.6,211337
1916,4,0.0,14.56,1,70.1,8.7,281526
2054,6,39.1,5.4,1,49.0,5.6,315519
1663,3,6.8,3.73,1,35.8,6.2,269945
400,1,23.2,5.33,0,37.6,5.0,63908
961,4,11.2,6.65,1,54.5,6.2,181669
2543,6,6.2,9.0,0,52.4,7.8,373126
1327,3,39.7,16.69,1,53.9,7.3,260744
608,2,47.8,4.2,0,42.0,9.6,132245
2218,5,16.7,23.74,0,71.6,10.0,304785
1607,4,25.0,4.34,1,27.9,6.8,293256
2152,6,20.9,1.55,0,41.1,6.0,339556
1738,4,46.0,20.13,1,33.8,8.7,253228
1829,3,0.0,17.93,0,46.9,8.9,267180
1782,5,25.7,8.91,0,68.7,7.7,263346
1949,5,9.1,12.29,0,45.7,8.1,270617
2739,8,0.0,12.44,0,51.5,7.8,380959
2086,5,14.6,10.82,0,60.0,5.5,310135
810,3,47.7,2.22,0,45.0,5.2,121280
1823,6,10.2,0.1,1,55.7,6.9,337960
2171,5,31.9,4.93,1,53.8,6.7,306468
2201,5,38.0,20.9,0,33.0,7.4,273050
1387,4,19.8,21.13,1,43.0,6.8,231632
2182,5,21.8,8.43,0,55.3,4.4,299947
2064,5,0.0,4.25,1,69.2,3.8,339992
2886,7,9.3,11.67,1,69.2,8.1,438817
1225,3,33.6,12.63,1,81.4,6.0,224567
1346,3,20.9,13.6,0,57.3,6.7,213300
1447,4,25.5,0.1,0,43.8,6.2,242476
1355,4,22.0,28.95,0,49.0,5.6,196311
1155,2,52.9,16.79,1,48.3,5.6,141148
400,1,13.5,8.81,1,43.9,8.5,59455
1383,3,44.1,5.69,0,55.7,6.6,206016
1785,4,22.0,15.92,0,56.4,8.0,306086
1353,3,45.4,12.97,0,32.4,8.2,136729
2568,7,1.6,10.55,1,66.3,7.5,415157
1607,3,22.8,12.75,0,22.4,8.2,202162
2246,5,14.1,9.32,1,46.7,7.0,344212
1731,4,22.1,12.41,1,67.2,9.0,273580
2013,4,38.3,14.36,1,59.1,8.2,309071
1740,6,25.7,12.06,0,44.6,8.4,281754
2284,6,38.3,11.75,1,79.5,5.6,359918
1628,4,9.9,18.36,0,43.4,7.4,271307
1848,4,7.7,0.42,0,20.0,4.2,280873
1783,4,20.2,5.21,1,56.8,9.1,319525
1456,3,19.4,10.16,1,23.3,6.1,221653
1802,4,17.2,5.62,1,37.5,6.3,273278
2717,6,5.6,7.62,1,59.3,4.9,374022
1465,3,38.0,17.73,0,43.1,6.9,229308
1810,2,14.6,9.11,1,58.7,6.6,256520
2229,5,41.4,0.1,0,32.6,9.7,284089
2170,7,20.2,7.46,1,62.9,8.3,367531
1606,5,29.7,10.35,1,24.6,6.2,246707
408,2,28.4,10.24,0,69.8,4.5,53702
1858,6,7.6,13.34,0,42.9,3.6,269864
490,2,25.5,12.85,0,73.0,5.5,64553
2335,5,48.9,9.17,0,37.4,5.0,382822
1685,3,23.8,2.84,1,78.9,7.5,303049
2100,6,33.5,7.35,0,35.6,6.8,333104
1149,3,30.4,6.26,0,23.1,7.0,190784
824,4,24.6,8.29,0,50.6,5.6,169625
1730,4,22.8,14.15,0,68.5,7.2,253276
1583,6,28.2,12.42,1,61.9,4.9,266792
1354,3,31.4,14.94,1,67.4,6.9,212026
1642,5,0.0,7.7,1,62.2,8.2,289540
2984,8,23.7,19.05,0,37.7,6.5,447473
2017,4,17.2,14.04,0,61.5,7.7,278196
2125,5,14.1,10.67,0,51.4,4.0,301840
2022,4,39.4,13.62,1,39.4,3.9,249758
2340,5,9.0,5.95,0,52.7,7.5,331765
1505,4,0.0,0.1,1,49.2,8.6,214239
573,1,31.9,6.36,1,71.2,6.6,110393
1506,4,0.0,14.48,1,42.3,10.0,282790
2006,5,0.0,10.48,1,41.6,4.8,339977
1115,1,33.6,9.18,0,39.5,6.0,122304
1512,5,22.4,4.91,1,78.5,7.2,263978
1254,3,27.1,0.1,0,40.4,7.7,208482
2351,6,13.4,18.55,1,69.5,6.1,361450
1975,5,0.0,8.75,1,34.5,5.4,299703
1926,6,2.2,7.42,0,57.6,7.9,306355
1911,5,15.9,5.97,1,53.9,7.2,269165
1581,2,0.9,17.53,1,68.5,6.5,211718
1699,4,24.6,15.29,0,66.3,7.7,243711
1007,3,13.1,4.2,0,51.2,6.8,178841
507,1,22.8,16.99,0,41.9,6.8,33083
1675,4,22.3,9.13,0,74.4,6.7,231929
1762,4,25.8,6.34,0,40.4,5.8,263214
2205,4,27.5,8.24,0,16.0,5.6,347787
2386,7,14.8,5.3,0,22.1,6.2,350933
2385,6,22.8,2.07,0,25.8,7.0,379769
1101,2,23.5,14.66,0,58.9,4.2,127149
1424,3,0.0,8.68,1,83.2,8.4,228148
1840,6,29.7,13.7,0,19.4,7.0,259765
2866,7,22.2,11.72,0,38.3,5.4,382231
2340,6,28.5,13.29,0,51.3,9.4,336780
2160,5,0.7,0.1,0,73.2,7.1,365473
1406,4,15.3,4.8,1,38.2,5.0,214851
1158,4,3.6,13.42,1,58.9,9.4,192955
1994,6,31.2,2.35,1,46.2,9.0,338247
1050,3,0.0,12.24,1,89.1,5.6,174096
1481,4,6.1,1.66,0,52.2,6.5,244006
1543,3,28.0,10.1,1,55.3,6.3,236007
2396,5,10.6,19.66,0,51.3,4.2,297086
1423,3,6.1,14.65,0,43.8,7.5,195309
400,1,33.6,0.1,0,64.2,8.3,108835
1852,4,34.2,15.09,1,32.6,8.0,272857
1250,2,30.8,20.93,0,20.0,7.0,182322
1621,3,32.7,26.78,0,47.7,8.4,241864
1557,4,16.5,12.85,1,62.2,5.3,256788
1463,4,16.9,1.81,0,41.3,9.7,220834
1995,4,10.3,12.61,0,52.8,5.8,282079
834,2,22.5,19.58,0,31.7,6.0,142880
1341,3,12.1,8.88,1,65.9,6.1,226981
1942,6,13.5,16.26,1,59.8,6.0,303334
1293,3,29.0,4.96,0,50.3,6.7,156819
796,3,37.8,12.23,0,52.5,6.7,105805
1934,5,26.0,0.1,1,29.1,7.2,320265
2162,4,46.9,4.3,1,29.8,5.8,276049
1578,4,9.4,9.96,1,48.2,7.2,279161
620,1,0.0,7.82,0,57.7,5.4,102960
1953,5,30.7,2.2,1,58.5,8.1,263941
770,1,8.4,7.0,1,44.6,8.1,134174
1754,5,15.9,11.98,1,61.2,7.0,270587
1156,2,0.0,9.48,0,71.3,6.0,173146
1020,3,6.5,10.37,0,48.7,7.5,210044
1379,4,0.0,14.39,1,54.6,5.7,239773
1508,4,13.5,7.94,0,46.9,7.1,204746
1278,3,14.1,18.16,1,48.1,6.8,160668
1894,5,21.3,4.06,0,52.5,10.0,301237
1377,4,38.6,21.57,0,75.5,5.2,175569
2090,6,30.2,16.68,1,63.7,3.0,314761
1741,3,0.0,7.86,0,62.4,6.0,302064
1251,2,29.1,8.26,1,43.2,4.4,226379
1167,5,21.7,11.24,0,36.5,5.9,181363
776,2,18.5,13.59,0,55.8,5.1,135106
1745,3,19.7,16.57,0,68.7,5.6,241923
1423,3,23.1,1.96,1,75.9,5.4,194522
414,1,9.6,12.62,0,13.2,8.4,45341
1332,4,17.3,0.1,0,86.7,6.9,222248
1149,4,37.8,8.94,0,56.3,8.6,148314
2388,5,9.4,18.72,0,63.6,7.1,314081
749,1,4.6,1.49,0,23.9,8.4,132924
879,3,19.1,0.4,1,46.4,6.5,178381
2155,4,3.0,11.32,1,62.3,9.4,370292
2278,5,0.0,18.32,0,32.4,7.7,338294
1228,3,14.8,11.95,0,6.7,5.8,178817
1284,3,41.7,0.1,0,55.0,7.9,149813
1908,5,19.4,0.1,0,49.3,7.0,313983
436,1,22.7,10.59,1,71.6,6.7,82758
669,2,0.0,2.92,1,47.6,7.1,136399
1460,4,26.6,10.82,1,48.7,8.1,267030
2375,6,21.4,11.18,0,60.5,3.8,300645
1382,4,10.0,7.06,1,65.5,6.5,215394
1650,4,22.7,20.89,1,39.4,8.0,243224
2167,4,22.6,13.54,0,64.2,7.4,288156
2653,7,4.1,17.27,0,42.2,5.3,397930
1312,3,25.0,15.52,0,50.2,3.4,181907
1592,4,38.0,9.1,0,60.1,9.6,268585
2511,7,16.6,8.83,1,62.7,6.7,399744
839,2,7.0,8.21,1,54.8,9.3,164671
2114,6,17.3,14.09,1,33.8,8.2,327832
1091,4,32.8,6.1,0,21.9,5.8,190103
1651,5,1.6,20.35,0,47.2,3.2,228705
1479,3,28.7,5.52,1,64.6,6.3,227749
1121,1,9.8,11.29,1,56.7,6.9,187805
1108,4,23.6,8.63,1,53.6,7.7,201015
1738,4,11.5,7.3,1,49.9,5.3,279125
2098,5,11.5,23.03,1,54.6,7.3,287919
1535,5,42.8,7.37,1,35.1,7.3,282517
1635,3,0.0,8.17,0,61.7,8.5,230337
1886,4,27.3,6.02,1,62.7,6.5,296019
1114,3,46.0,10.25,1,44.7,7.7,163992
1970,4,30.3,9.39,0,56.6,7.4,309035
2010,5,0.0,3.28,1,24.3,8.3,367024
2902,8,0.8,7.45,1,52.7,5.8,450830
1412,4,8.7,13.66,1,48.0,2.4,248947
1371,4,22.4,16.16,0,68.9,6.6,193612
1984,6,23.4,10.14,1,47.0,6.7,334794
2010,5,0.9,10.35,0,63.0,5.3,280617
1332,1,6.9,7.83,0,44.1,4.7,196986
1398,3,7.8,6.99,0,15.7,6.1,200872
1871,5,17.3,4.48,0,46.6,6.8,292673
1186,2,49.8,0.66,0,53.0,7.1,171333
1395,3,6.0,5.79,0,52.3,3.6,228460
1645,4,5.3,15.42,1,52.5,4.4,229614
2098,6,3.0,7.45,0,42.4,8.7,418599
1298,3,29.5,7.92,1,45.1,6.7,172115
679,1,19.4,7.81,0,33.1,7.0,120303
642,2,6.6,17.47,0,20.1,5.0,111053
970,3,14.6,4.43,1,48.4,7.0,195795
943,2,8.1,11.66,0,38.8,6.4,138373
1523,5,24.4,9.59,1,66.2,6.1,248842
1006,2,60.3,10.41,1,17.3,4.8,123367
1249,3,28.3,11.47,0,54.4,5.7,224120
1213,3,18.6,10.34,0,81.8,10.0,180425
1380,3,10.0,14.76,0,47.3,6.5,200644
2261,6,0.0,9.82,0,50.0,8.2,338961
1931,5,31.0,20.47,0,56.4,6.7,244656
1608,5,30.2,10.27,1,57.6,6.5,217572
1369,4,13.0,0.1,0,43.9,6.0,246641
1383,4,38.2,13.83,1,34.9,9.0,207638
1764,4,20.3,12.35,1,59.8,7.6,250857
1892,4,31.6,10.2,1,21.4,5.8,257507
1146,4,24.4,8.44,1,62.5,6.4,201370
1618,5,17.3,0.1,0,44.1,8.6,278420
584,1,5.7,0.1,1,50.0,2.7,110905
1706,4,17.8,19.89,1,42.1,7.5,238057
1981,3,32.6,6.49,0,71.5,7.8,288040
1460,3,12.4,15.79,1,53.7,5.9,202150
2508,7,26.6,0.38,1,45.2,7.2,401340
1159,3,3.8,3.72,1,44.8,7.8,213616
1709,4,31.7,14.07,0,47.8,5.2,190917
1582,2,24.7,9.38,0,86.0,8.3,271800
1550,4,2.0,13.23,1,30.2,7.4,274513
1543,4,16.6,9.92,1,66.2,6.8,249389
1654,5,34.0,8.75,1,58.5,7.2,269446
2024,6,1.1,5.92,1,73.1,8.1,390322
2289,6,3.9,2.84,1,59.4,10.0,414583
1599,4,19.0,18.42,0,50.1,7.9,243150
2008,4,52.0,19.4,1,65.3,8.2,254925
1249,3,9.9,3.77,0,53.4,7.3,194294
1983,4,27.4,3.38,1,61.3,9.9,272353
1219,2,23.9,7.91,0,71.4,4.8,156583
2145,4,11.2,12.04,1,51.4,4.4,324919
2705,8,22.4,8.91,1,43.6,7.2,437086
1539,4,13.3,13.0,0,40.3,8.0,256496
504,1,14.6,9.7,0,56.8,3.1,56566
1326,3,0.0,9.31,0,36.8,7.0,230532
2216,4,19.6,24.48,1,44.8,6.7,326715
1877,5,33.5,6.85,1,35.5,8.1,244630
1724,3,20.9,19.84,0,57.6,7.6,242960
2104,5,36.4,18.68,1,38.7,4.3,340405
1842,5,28.7,13.02,1,30.7,5.4,269781
2209,6,19.1,0.1,0,33.3,5.8,280685
2060,5,10.6,10.19,0,41.4,8.1,297476
2361,4,12.7,6.91,0,42.8,7.6,301198
1779,4,0.0,10.12,1,53.8,6.1,266078
2053,5,16.0,3.62,1,47.6,7.2,299253
1446,3,22.2,14.54,1,55.6,5.4,233677
1299,4,45.7,15.91,1,56.8,10.0,226720
2453,5,27.9,17.02,1,61.1,7.9,359782
1708,5,7.0,7.71,0,21.4,8.2,316471
2002,5,0.0,3.64,1,33.1,9.1,331401
1662,5,16.9,12.11,0,58.3,8.5,263914
1307,3,32.2,20.54,1,53.2,7.0,242161
1605,5,16.7,10.42,1,64.7,6.7,274334
2318,6,28.1,12.71,1,26.8,8.9,376075
1878,5,17.3,8.59,1,42.9,7.0,281495
744,1,30.8,6.98,0,45.6,5.9,98247
1492,2,0.0,13.95,1,52.5,9.9,220337
2491,7,44.1,9.36,1,50.5,5.6,406350
1493,4,3.3,12.42,1,57.0,4.4,194180
700,2,31.9,13.05,0,48.3,8.5,136903
2547,6,15.9,12.09,0,70.6,5.9,375832
1941,6,18.3,13.35,1,75.4,7.7,265071
1565,4,16.4,4.88,1,33.2,9.7,305189
1414,4,23.8,4.52,1,50.7,4.9,220727
2141,6,26.9,9.74,0,62.0,6.9,283484
1329,5,35.9,9.89,1,58.8,9.2,238604
2174,5,41.1,6.87,1,43.9,8.0,308700
1871,4,25.0,11.45,0,53.8,6.7,262140
1722,3,45.7,15.45,0,26.2,10.0,232191
1673,5,21.4,17.13,0,49.7,6.9,224571
1513,4,36.2,18.47,1,28.1,7.6,198742
2123,6,26.4,2.11,1,57.6,9.5,371480
1167,5,11.8,3.02,0,33.3,8.5,232316
789,2,22.7,8.26,0,52.4,9.0,145601
1907,4,27.5,10.48,0,54.8,5.7,256805
1916,5,19.5,8.57,1,51.1,8.8,312576
1840,4,26.2,6.68,0,40.5,7.3,256839
1804,4,33.0,8.17,0,46.8,5.9,237620
1440,3,19.6,12.9,0,67.7,7.3,251505
1994,5,0.0,2.02,0,43.6,7.3,346030
1577,3,45.2,24.06,0,50.3,9.8,194982
1356,5,15.5,10.13,1,41.6,7.6,202389
1444,4,7.7,16.31,0,65.3,5.8,169794
2610,6,3.1,6.52,0,51.2,5.5,370902
733,2,15.0,13.45,1,38.5,6.9,136389
1850,5,11.6,10.6,0,50.1,5.0,276991
760,2,8.9,15.14,1,46.4,5.9,135241
1546,4,9.8,8.81,0,70.9,6.6,245779
1383,4,27.9,19.31,0,49.3,6.4,168261
557,2,50.5,1.05,1,29.3,8.1,155347
1795,5,32.3,15.7,1,57.5,5.9,257448
1410,4,36.8,10.71,1,76.8,3.3,203514
550,1,14.3,3.89,0,68.0,4.5,71970
2020,6,21.6,21.71,1,33.5,7.0,312826
2318,5,26.4,21.09,0,46.0,6.1,363953
2345,6,10.1,0.1,0,49.5,5.1,334277
1779,5,13.6,11.06,1,49.7,9.9,272632
1623,4,32.8,14.23,0,55.7,8.2,214181
2264,5,36.4,12.65,1,44.8,6.9,320167
2441,6,21.0,19.09,0,36.3,7.3,336158
2167,5,2.1,17.85,0,64.3,6.6,286141
1129,2,15.6,11.59,0,33.1,5.1,162507
1701,4,0.0,23.66,1,38.0,8.5,306752
1820,5,21.1,15.62,0,33.1,8.3,273291
695,3,23.8,7.89,1,59.2,4.0,119209
1835,5,15.9,6.69,0,51.6,7.3,295522
2736,5,23.6,17.46,1,63.3,7.5,401081
1920,5,26.3,5.24,0,38.2,6.5,326054
2337,5,23.9,7.54,0,31.2,10.0,364541
1691,5,2.0,8.56,1,43.3,10.0,302126
1563,4,16.2,12.13,0,47.3,6.4,209613
1791,4,26.1,8.84,0,53.1,6.7,279129
1192,3,43.7,2.1,1,24.8,6.5,176077
1118,3,15.9,16.97,1,57.2,6.1,152253
2233,7,28.3,7.57,0,36.6,5.6,341266
2286,6,33.2,22.12,0,40.3,7.8,358540
1104,4,17.1,11.82,1,67.6,9.9,222918
2084,6,37.2,17.6,1,17.3,9.3,323576
1557,4,38.0,13.79,1,54.8,8.2,212697
1770,3,40.7,17.89,1,54.8,3.4,261173
1830,5,26.9,13.42,0,37.7,4.2,255412
2097,5,55.4,11.41,1,43.3,8.6,300370
1641,5,10.8,16.56,1,68.3,9.4,285023
2305,5,51.9,24.92,1,79.4,7.8,292182
1755,3,31.5,8.38,1,66.0,6.5,235767
1912,6,40.1,14.77,0,78.3,9.0,264291
1183,2,15.2,9.97,1,39.6,8.1,182164
2679,8,32.7,13.04,0,26.3,8.7,376452
1835,5,41.4,10.25,1,49.2,4.2,232228
1956,5,3.7,0.1,1,62.1,7.5,353877
796,2,17.6,8.8,0,22.2,9.7,168375
1189,2,0.0,16.0,1,36.1,7.8,177807
2219,6,17.3,5.41,1,37.8,8.4,384533
1743,3,7.8,15.53,1,55.3,7.1,269205
643,1,16.7,11.1,0,53.4,7.2,95499
2119,6,63.9,8.85,0,38.4,9.1,277907
1328,4,45.8,15.43,1,52.7,6.0,200734
2306,5,0.0,14.09,1,32.8,5.8,396861
1556,5,28.3,12.52,1,43.6,6.3,246000
1702,4,32.0,16.1,1,31.0,7.0,278885
2189,5,14.9,11.22,0,47.7,4.6,305033
1151,3,22.7,0.13,0,38.0,8.1,224278
1104,3,24.1,7.73,1,60.4,6.8,180290
1502,3,0.0,0.1,0,49.6,8.3,195408
2014,7,4.5,13.94,0,46.6,3.8,285740
935,2,22.6,15.38,1,76.5,8.3,152964
766,2,21.5,15.65,1,55.7,9.0,164490
2012,5,9.4,12.93,1,44.5,7.7,313955
1299,4,8.1,15.81,0,41.2,7.0,206981
1404,3,18.7,0.54,0,32.3,8.3,220815
672,1,33.3,9.35,0,49.0,8.9,148341
1261,3,18.9,1.51,0,54.6,7.8,247200
1596,5,44.3,7.85,0,21.3,7.9,231486
2065,6,9.6,19.7,1,29.5,9.5,296148
1214,3,22.9,16.56,1,42.3,8.1,150226
2429,7,14.7,13.97,1,33.5,5.8,387048
1258,4,28.8,8.91,0,50.6,8.9,210020
1258,3,8.3,4.04,1,52.7,6.8,199972
2369,6,48.9,11.12,0,48.2,7.0,338624
1706,5,0.0,16.66,0,58.3,7.2,233084
1324,3,45.7,12.46,0,41.2,8.5,210645
1522,4,21.3,0.49,0,49.3,9.6,249850
2277,6,28.3,10.63,1,35.0,7.0,321428
2333,4,40.0,0.1,1,54.3,9.6,347767
1192,3,32.9,14.83,1,51.1,7.2,173006
1579,4,9.0,5.84,0,32.0,9.1,275500
1645,5,29.0,2.66,0,47.7,7.3,292120
1107,1,48.0,14.91,0,49.4,6.3,158931
1572,4,6.7,13.36,1,54.2,9.9,271174
1603,4,51.8,11.39,1,54.8,6.1,223119
2170,6,25.8,23.15,1,39.2,6.0,298252
2204,5,13.5,13.81,0,61.5,5.1,264718
1435,5,6.6,6.13,0,57.8,8.9,251547
1493,4,16.7,13.12,1,39.1,9.3,230674
1932,5,0.0,8.28,1,32.9,7.6,353117
1307,3,13.8,17.6,0,40.3,5.5,180772
1894,4,16.1,11.69,1,27.9,7.0,312197
1556,5,3.9,12.28,1,53.1,6.5,248020
1115,2,31.2,1.35,0,67.8,5.5,145921
1122,2,16.7,10.37,1,71.3,6.3,189195
2324,6,10.5,9.66,0,33.7,7.8,365054
1522,5,15.1,3.85,1,61.8,6.1,265917
2420,4,25.3,8.67,1,51.3,7.4,350809
1343,4,21.1,12.61,1,14.1,4.3,232201
1746,4,9.5,9.97,0,45.0,9.5,295531
2796,5,21.9,1.53,0,43.3,6.4,349114
1071,1,19.2,8.36,0,68.2,8.3,153930
651,1,2.9,7.19,1,36.9,7.3,159995
2243,6,15.7,11.16,1,58.4,7.6,323891
1187,3,28.7,10.51,0,48.4,5.3,127929
1590,4,28.6,7.53,0,28.3,5.9,234477
1307,3,16.6,7.3,1,41.7,5.9,226112
1734,3,30.2,10.4,0,73.0,7.0,227477
1125,2,5.3,15.78,0,47.4,9.0,211911
1510,4,5.8,11.67,0,63.6,7.6,283859
1825,5,16.2,18.54,1,62.8,5.6,221010
1096,2,42.5,16.8,0,43.3,7.1,134225
1250,4,22.4,18.98,0,30.7,6.9,131255
1426,3,15.9,18.21,0,32.7,6.5,220667
886,2,43.2,19.38,0,71.8,7.0,90840
1389,3,15.7,3.08,1,52.3,8.1,226985
1659,5,53.5,13.88,0,24.0,5.9,259693
1400,3,12.3,17.31,1,62.5,6.5,177358
1464,3,4.8,18.39,0,23.2,8.5,187469
1590,5,17.5,5.38,1,37.6,7.7,218298
1272,5,16.3,13.94,0,51.2,8.9,248093
1946,5,7.9,10.45,0,87.8,9.2,327219
2318,7,59.0,21.08,0,62.2,5.0,292118
1368,4,24.8,1.68,1,42.8,7.4,207483
1843,4,27.0,5.38,1,50.4,6.2,302815
1480,4,13.1,0.1,0,63.8,5.2,303747
1783,3,11.3,10.87,0,71.3,5.8,243750
2383,6,35.4,23.58,0,46.3,6.5,290757
1854,4,0.0,9.73,0,46.7,6.6,314408
713,1,2.9,10.61,0,37.5,6.1,90598
1827,4,16.3,13.3,1,60.0,7.0,267249
2216,5,40.3,9.3,1,65.4,10.0,270813
1489,4,14.4,12.2,1,20.9,4.4,226076
2098,5,26.2,12.35,0,44.0,8.7,280225
1255,2,20.4,4.93,0,31.8,7.0,226927
857,2,39.4,9.44,1,52.3,6.3,109907
1671,3,0.0,14.45,0,31.4,4.0,255865
722,2,31.0,15.57,0,30.2,8.1,112688
1480,4,17.0,17.79,0,66.9,4.8,206674
2243,6,33.9,12.01,1,47.5,8.2,355629
645,1,7.7,12.13,1,49.1,9.6,131489
960,3,20.4,14.5,1,56.5,5.1,135148
1084,2,18.5,6.43,1,64.6,8.8,167903
1568,3,5.0,6.19,0,43.7,7.0,259116
